
time,ax,ay,az,wx,wy,wz,
15.982,0.01,0.14,-0.01,-0.00,0.00,-0.00,
15.983,0.01,0.14,-0.01,-0.00,0.00,-0.00,
15.983,0.01,0.14,-0.01,-0.00,0.00,-0.00,
15.984,0.01,0.14,-0.01,-0.00,0.00,-0.00,
15.991,0.01,0.14,-0.01,-0.00,0.00,-0.00,
15.992,0.01,0.14,-0.01,-0.00,0.00,-0.00,
15.992,0.01,0.14,-0.01,-0.00,0.00,-0.00,
15.993,0.01,0.14,-0.01,-0.00,0.00,-0.00,
16.0,0.01,0.14,-0.01,0.00,0.00,-0.00,
16.0,0.01,0.14,-0.01,0.00,0.00,-0.00,
16.001,0.01,0.14,-0.01,0.00,0.00,-0.00,
16.002,0.01,0.14,-0.01,0.00,0.00,-0.00,
16.01,0.01,0.14,-0.01,0.00,-0.00,0.00,
16.011,0.01,0.14,-0.01,0.00,-0.00,0.00,
16.012,0.01,0.14,-0.01,0.00,-0.00,0.00,
16.012,0.01,0.14,-0.01,0.00,-0.00,0.00,
16.026,0.01,0.14,-0.01,0.00,-0.00,0.00,
16.027,0.01,0.14,-0.01,0.00,-0.00,0.00,
16.028,0.01,0.14,-0.01,0.00,-0.00,0.00,
16.028,0.01,0.14,-0.01,0.00,-0.00,0.00,
16.028,0.01,0.14,-0.01,-0.00,-0.00,-0.00,
16.028,0.01,0.14,-0.01,-0.00,-0.00,-0.00,
16.029,0.01,0.14,-0.01,-0.00,-0.00,-0.00,
16.029,0.01,0.14,-0.01,-0.00,-0.00,-0.00,
16.037,0.01,0.14,-0.01,-0.00,-0.00,-0.00,
16.038,0.01,0.14,-0.01,-0.00,-0.00,-0.00,
16.038,0.01,0.14,-0.01,-0.00,-0.00,-0.00,
16.039,0.01,0.14,-0.01,-0.00,-0.00,-0.00,
16.047,0.01,0.14,-0.01,0.00,0.00,0.00,
16.048,0.01,0.14,-0.01,0.00,0.00,0.00,
16.049,0.01,0.14,-0.01,0.00,0.00,0.00,
16.049,0.01,0.14,-0.01,0.00,0.00,0.00,
16.056,0.01,0.14,-0.01,-0.00,-0.00,-0.00,
16.058,0.01,0.14,-0.01,-0.00,-0.00,-0.00,
16.058,0.01,0.14,-0.01,-0.00,-0.00,-0.00,
16.059,0.01,0.14,-0.01,-0.00,-0.00,-0.00,
16.067,0.01,0.14,-0.01,0.00,-0.00,-0.00,
16.068,0.01,0.14,-0.01,0.00,-0.00,-0.00,
16.068,0.01,0.14,-0.01,0.00,-0.00,-0.00,
16.069,0.01,0.14,-0.01,0.00,-0.00,-0.00,
16.076,0.01,0.14,-0.01,-0.00,0.00,-0.00,
16.077,0.01,0.14,-0.01,-0.00,0.00,-0.00,
16.078,0.01,0.14,-0.01,-0.00,0.00,-0.00,
16.078,0.01,0.14,-0.01,-0.00,0.00,-0.00,
16.086,0.01,0.14,-0.01,0.00,0.00,0.00,
16.087,0.01,0.14,-0.01,0.00,0.00,0.00,
16.088,0.01,0.14,-0.01,0.00,0.00,0.00,
16.088,0.01,0.14,-0.01,0.00,0.00,0.00,
16.095,0.01,0.14,-0.01,-0.00,0.00,0.00,
16.096,0.01,0.14,-0.01,-0.00,0.00,0.00,
16.096,0.01,0.14,-0.01,-0.00,0.00,0.00,
16.097,0.01,0.14,-0.01,-0.00,0.00,0.00,
16.109,0.01,0.14,-0.01,0.00,0.00,-0.00,
16.111,0.01,0.14,-0.01,0.00,0.00,-0.00,
16.111,0.01,0.14,-0.01,0.00,0.00,-0.00,
16.112,0.01,0.14,-0.01,0.00,0.00,-0.00,
16.114,0.01,0.14,-0.01,0.00,-0.00,-0.00,
16.114,0.01,0.14,-0.01,0.00,-0.00,-0.00,
16.115,0.01,0.14,-0.01,0.00,-0.00,-0.00,
16.115,0.01,0.14,-0.01,0.00,-0.00,-0.00,
16.126,0.01,0.14,-0.01,0.00,0.00,-0.00,
16.127,0.01,0.14,-0.01,0.00,0.00,-0.00,
16.127,0.01,0.14,-0.01,0.00,0.00,-0.00,
16.128,0.01,0.14,-0.01,0.00,0.00,-0.00,
16.133,0.01,0.14,-0.01,-0.00,-0.00,-0.00,
16.134,0.01,0.14,-0.01,-0.00,-0.00,-0.00,
16.135,0.01,0.14,-0.01,-0.00,-0.00,-0.00,
16.135,0.01,0.14,-0.01,-0.00,-0.00,-0.00,
16.143,0.01,0.14,-0.01,-0.00,0.00,-0.00,
16.144,0.01,0.14,-0.01,-0.00,0.00,-0.00,
16.144,0.01,0.14,-0.01,-0.00,0.00,-0.00,
16.144,0.01,0.14,-0.01,-0.00,0.00,-0.00,
16.153,0.01,0.14,-0.01,-0.00,0.00,0.00,
16.154,0.01,0.14,-0.01,-0.00,0.00,0.00,
16.155,0.01,0.14,-0.01,-0.00,0.00,0.00,
16.155,0.01,0.14,-0.01,-0.00,0.00,0.00,
16.161,0.01,0.14,-0.01,0.00,0.00,-0.00,
16.162,0.01,0.14,-0.01,0.00,0.00,-0.00,
16.163,0.01,0.14,-0.01,0.00,0.00,-0.00,
16.163,0.01,0.14,-0.01,0.00,0.00,-0.00,
16.172,0.01,0.14,-0.01,-0.00,0.00,-0.00,
16.174,0.01,0.14,-0.01,-0.00,0.00,-0.00,
16.174,0.01,0.14,-0.01,-0.00,0.00,-0.00,
16.175,0.01,0.14,-0.01,-0.00,0.00,-0.00,
16.181,0.01,0.14,-0.01,-0.00,-0.00,-0.00,
16.183,0.01,0.14,-0.01,-0.00,-0.00,-0.00,
16.184,0.01,0.14,-0.01,-0.00,-0.00,-0.00,
16.185,0.01,0.14,-0.01,-0.00,-0.00,-0.00,
16.191,0.01,0.14,-0.01,-0.00,-0.00,-0.00,
16.192,0.01,0.14,-0.01,-0.00,-0.00,-0.00,
16.193,0.01,0.14,-0.01,-0.00,-0.00,-0.00,
16.194,0.01,0.14,-0.01,-0.00,-0.00,-0.00,
16.2,0.01,0.14,-0.01,-0.00,-0.00,-0.00,
16.2,0.01,0.14,-0.01,-0.00,-0.00,-0.00,
16.201,0.01,0.14,-0.01,-0.00,-0.00,-0.00,
16.202,0.01,0.14,-0.01,-0.00,-0.00,-0.00,
16.21,0.01,0.14,-0.01,-0.00,0.00,0.00,
16.211,0.01,0.14,-0.01,-0.00,0.00,0.00,
16.212,0.01,0.14,-0.01,-0.00,0.00,0.00,
16.212,0.01,0.14,-0.01,-0.00,0.00,0.00,
16.235,0.01,0.14,-0.01,-0.00,-0.00,-0.00,
16.236,0.01,0.14,-0.01,-0.00,-0.00,-0.00,
16.236,0.01,0.14,-0.01,-0.00,-0.00,-0.00,
16.236,0.01,0.14,-0.01,-0.00,-0.00,-0.00,
16.237,0.01,0.14,-0.01,0.00,0.00,-0.00,
16.237,0.01,0.14,-0.01,0.00,0.00,-0.00,
16.237,0.01,0.14,-0.01,0.00,0.00,-0.00,
16.237,0.01,0.14,-0.01,0.00,0.00,-0.00,
16.238,0.01,0.14,-0.01,0.00,0.00,-0.00,
16.238,0.01,0.14,-0.01,0.00,0.00,-0.00,
16.238,0.01,0.14,-0.01,0.00,0.00,-0.00,
16.238,0.01,0.14,-0.01,0.00,0.00,-0.00,
16.248,0.01,0.14,-0.01,0.00,-0.00,-0.00,
16.248,0.01,0.14,-0.01,0.00,-0.00,-0.00,
16.249,0.01,0.14,-0.01,0.00,-0.00,-0.00,
16.249,0.01,0.14,-0.01,0.00,-0.00,-0.00,
16.257,0.01,0.14,-0.01,-0.00,-0.00,0.00,
16.257,0.01,0.14,-0.01,-0.00,-0.00,0.00,
16.258,0.01,0.14,-0.01,-0.00,-0.00,0.00,
16.258,0.01,0.14,-0.01,-0.00,-0.00,0.00,
16.267,0.01,0.14,-0.01,0.00,-0.00,0.00,
16.268,0.01,0.14,-0.01,0.00,-0.00,0.00,
16.268,0.01,0.14,-0.01,0.00,-0.00,0.00,
16.269,0.01,0.14,-0.01,0.00,-0.00,0.00,
16.276,0.01,0.14,-0.01,-0.00,0.00,-0.00,
16.278,0.01,0.14,-0.01,-0.00,0.00,-0.00,
16.278,0.01,0.14,-0.01,-0.00,0.00,-0.00,
16.279,0.01,0.14,-0.01,-0.00,0.00,-0.00,
16.286,0.01,0.14,-0.01,0.00,0.00,-0.00,
16.287,0.01,0.14,-0.01,0.00,0.00,-0.00,
16.287,0.01,0.14,-0.01,0.00,0.00,-0.00,
16.288,0.01,0.14,-0.01,0.00,0.00,-0.00,
16.295,0.01,0.14,-0.01,0.00,0.00,0.00,
16.296,0.01,0.14,-0.01,0.00,0.00,0.00,
16.297,0.01,0.14,-0.01,0.00,0.00,0.00,
16.298,0.01,0.14,-0.01,0.00,0.00,0.00,
16.304,0.01,0.14,-0.01,0.00,0.00,0.00,
16.305,0.01,0.14,-0.01,0.00,0.00,0.00,
16.306,0.01,0.14,-0.01,0.00,0.00,0.00,
16.307,0.01,0.14,-0.01,0.00,0.00,0.00,
16.314,0.01,0.14,-0.01,-0.00,0.00,-0.00,
16.315,0.01,0.14,-0.01,-0.00,0.00,-0.00,
16.316,0.01,0.14,-0.01,-0.00,0.00,-0.00,
16.316,0.01,0.14,-0.01,-0.00,0.00,-0.00,
16.325,0.01,0.14,-0.01,0.00,-0.00,0.00,
16.326,0.01,0.14,-0.01,0.00,-0.00,0.00,
16.327,0.01,0.14,-0.01,0.00,-0.00,0.00,
16.327,0.01,0.14,-0.01,0.00,-0.00,0.00,
16.333,0.01,0.14,-0.01,-0.00,-0.00,0.00,
16.334,0.01,0.14,-0.01,-0.00,-0.00,0.00,
16.334,0.01,0.14,-0.01,-0.00,-0.00,0.00,
16.335,0.01,0.14,-0.01,-0.00,-0.00,0.00,
16.344,0.01,0.14,-0.01,-0.00,0.00,0.00,
16.345,0.01,0.14,-0.01,-0.00,0.00,0.00,
16.346,0.01,0.14,-0.01,-0.00,0.00,0.00,
16.346,0.01,0.14,-0.01,-0.00,0.00,0.00,
16.354,0.01,0.14,-0.01,-0.00,-0.00,-0.00,
16.354,0.01,0.14,-0.01,-0.00,-0.00,-0.00,
16.355,0.01,0.14,-0.01,-0.00,-0.00,-0.00,
16.355,0.01,0.14,-0.01,-0.00,-0.00,-0.00,
16.362,0.01,0.14,-0.01,0.00,0.00,-0.00,
16.363,0.01,0.14,-0.01,0.00,0.00,-0.00,
16.363,0.01,0.14,-0.01,0.00,0.00,-0.00,
16.364,0.01,0.14,-0.01,0.00,0.00,-0.00,
16.372,0.01,0.14,-0.01,0.00,0.00,-0.00,
16.373,0.01,0.14,-0.01,0.00,0.00,-0.00,
16.374,0.01,0.14,-0.01,0.00,0.00,-0.00,
16.374,0.01,0.14,-0.01,0.00,0.00,-0.00,
16.382,0.01,0.14,-0.01,0.00,0.00,0.00,
16.383,0.01,0.14,-0.01,0.00,0.00,0.00,
16.383,0.01,0.14,-0.01,0.00,0.00,0.00,
16.384,0.01,0.14,-0.01,0.00,0.00,0.00,
16.391,0.01,0.14,-0.01,0.00,0.00,0.00,
16.392,0.01,0.14,-0.01,0.00,0.00,0.00,
16.393,0.01,0.14,-0.01,0.00,0.00,0.00,
16.394,0.01,0.14,-0.01,0.00,0.00,0.00,
16.4,0.01,0.14,-0.01,-0.00,0.00,0.00,
16.4,0.01,0.14,-0.01,-0.00,0.00,0.00,
16.401,0.01,0.14,-0.01,-0.00,0.00,0.00,
16.401,0.01,0.14,-0.01,-0.00,0.00,0.00,
16.409,0.01,0.14,-0.01,-0.00,0.00,-0.00,
16.41,0.01,0.14,-0.01,-0.00,0.00,-0.00,
16.41,0.01,0.14,-0.01,-0.00,0.00,-0.00,
16.411,0.01,0.14,-0.01,-0.00,0.00,-0.00,
16.424,0.01,0.14,-0.01,-0.00,-0.00,-0.00,
16.425,0.01,0.14,-0.01,-0.00,-0.00,-0.00,
16.425,0.01,0.14,-0.01,-0.00,-0.00,-0.00,
16.425,0.01,0.14,-0.01,-0.00,-0.00,-0.00,
16.428,0.01,0.14,-0.01,-0.00,-0.00,-0.00,
16.428,0.01,0.14,-0.01,-0.00,-0.00,-0.00,
16.429,0.01,0.14,-0.01,-0.00,-0.00,-0.00,
16.429,0.01,0.14,-0.01,-0.00,-0.00,-0.00,
16.438,0.01,0.14,-0.01,0.00,-0.00,-0.00,
16.438,0.01,0.14,-0.01,0.00,-0.00,-0.00,
16.439,0.01,0.14,-0.01,0.00,-0.00,-0.00,
16.439,0.01,0.14,-0.01,0.00,-0.00,-0.00,
16.447,0.01,0.14,-0.01,-0.00,-0.00,0.00,
16.448,0.01,0.14,-0.01,-0.00,-0.00,0.00,
16.449,0.01,0.14,-0.01,-0.00,-0.00,0.00,
16.449,0.01,0.14,-0.01,-0.00,-0.00,0.00,
16.458,0.01,0.14,-0.01,-0.00,0.00,0.00,
16.459,0.01,0.14,-0.01,-0.00,0.00,0.00,
16.46,0.01,0.14,-0.01,-0.00,0.00,0.00,
16.461,0.01,0.14,-0.01,-0.00,0.00,0.00,
16.466,0.01,0.14,-0.01,-0.00,-0.00,0.00,
16.466,0.01,0.14,-0.01,-0.00,-0.00,0.00,
16.467,0.01,0.14,-0.01,-0.00,-0.00,0.00,
16.467,0.01,0.14,-0.01,-0.00,-0.00,0.00,
16.477,0.01,0.14,-0.01,0.00,0.00,0.00,
16.478,0.01,0.14,-0.01,0.00,0.00,0.00,
16.479,0.01,0.14,-0.01,0.00,0.00,0.00,
16.479,0.01,0.14,-0.01,0.00,0.00,0.00,
16.485,0.01,0.14,-0.01,0.00,-0.00,-0.00,
16.486,0.01,0.14,-0.01,0.00,-0.00,-0.00,
16.486,0.01,0.14,-0.01,0.00,-0.00,-0.00,
16.487,0.01,0.14,-0.01,0.00,-0.00,-0.00,
16.495,0.01,0.14,-0.01,0.00,-0.00,-0.00,
16.495,0.01,0.14,-0.01,0.00,-0.00,-0.00,
16.496,0.01,0.14,-0.01,0.00,-0.00,-0.00,
16.496,0.01,0.14,-0.01,0.00,-0.00,-0.00,
16.507,0.01,0.14,-0.01,-0.00,-0.00,0.00,
16.508,0.01,0.14,-0.01,-0.00,-0.00,0.00,
16.509,0.01,0.14,-0.01,-0.00,-0.00,0.00,
16.51,0.01,0.14,-0.01,-0.00,-0.00,0.00,
16.514,0.01,0.14,-0.01,0.00,-0.00,-0.00,
16.514,0.01,0.14,-0.01,0.00,-0.00,-0.00,
16.515,0.01,0.14,-0.01,0.00,-0.00,-0.00,
16.516,0.01,0.14,-0.01,0.00,-0.00,-0.00,
16.523,0.01,0.14,-0.01,0.00,0.00,-0.00,
16.524,0.01,0.14,-0.01,0.00,0.00,-0.00,
16.525,0.01,0.14,-0.01,0.00,0.00,-0.00,
16.525,0.01,0.14,-0.01,0.00,0.00,-0.00,
16.533,0.01,0.14,-0.01,-0.00,0.00,0.00,
16.533,0.01,0.14,-0.01,-0.00,0.00,0.00,
16.534,0.01,0.14,-0.01,-0.00,0.00,0.00,
16.534,0.01,0.14,-0.01,-0.00,0.00,0.00,
16.542,0.01,0.14,-0.01,-0.00,0.00,-0.00,
16.543,0.01,0.14,-0.01,-0.00,0.00,-0.00,
16.544,0.01,0.14,-0.01,-0.00,0.00,-0.00,
16.544,0.01,0.14,-0.01,-0.00,0.00,-0.00,
16.552,0.01,0.14,-0.01,-0.00,-0.00,-0.00,
16.553,0.01,0.14,-0.01,-0.00,-0.00,-0.00,
16.553,0.01,0.14,-0.01,-0.00,-0.00,-0.00,
16.553,0.01,0.14,-0.01,-0.00,-0.00,-0.00,
16.561,0.01,0.14,-0.01,-0.00,0.00,-0.00,
16.562,0.01,0.14,-0.01,-0.00,0.00,-0.00,
16.562,0.01,0.14,-0.01,-0.00,0.00,-0.00,
16.563,0.01,0.14,-0.01,-0.00,0.00,-0.00,
16.571,0.01,0.14,-0.01,-0.00,-0.00,0.00,
16.572,0.01,0.14,-0.01,-0.00,-0.00,0.00,
16.572,0.01,0.14,-0.01,-0.00,-0.00,0.00,
16.573,0.01,0.14,-0.01,-0.00,-0.00,0.00,
16.581,0.01,0.14,-0.01,0.00,-0.00,-0.00,
16.582,0.01,0.14,-0.01,0.00,-0.00,-0.00,
16.582,0.01,0.14,-0.01,0.00,-0.00,-0.00,
16.583,0.01,0.14,-0.01,0.00,-0.00,-0.00,
16.59,0.01,0.14,-0.01,0.00,-0.00,-0.00,
16.591,0.01,0.14,-0.01,0.00,-0.00,-0.00,
16.591,0.01,0.14,-0.01,0.00,-0.00,-0.00,
16.592,0.01,0.14,-0.01,0.00,-0.00,-0.00,
16.6,0.01,0.14,-0.01,-0.00,-0.00,-0.00,
16.601,0.01,0.14,-0.01,-0.00,-0.00,-0.00,
16.602,0.01,0.14,-0.01,-0.00,-0.00,-0.00,
16.602,0.01,0.14,-0.01,-0.00,-0.00,-0.00,
16.611,0.01,0.14,-0.01,-0.00,0.00,0.00,
16.612,0.01,0.14,-0.01,-0.00,0.00,0.00,
16.613,0.01,0.14,-0.01,-0.00,0.00,0.00,
16.613,0.01,0.14,-0.01,-0.00,0.00,0.00,
16.64,0.01,0.14,-0.01,-0.00,-0.00,0.00,
16.641,0.01,0.14,-0.01,-0.00,-0.00,0.00,
16.641,0.01,0.14,-0.01,-0.00,-0.00,0.00,
16.641,0.01,0.14,-0.01,-0.00,-0.00,0.00,
16.642,0.01,0.14,-0.01,-0.00,-0.00,-0.00,
16.642,0.01,0.14,-0.01,-0.00,-0.00,-0.00,
16.642,0.01,0.14,-0.01,-0.00,-0.00,-0.00,
16.642,0.01,0.14,-0.01,-0.00,-0.00,-0.00,
16.643,0.01,0.14,-0.01,0.00,0.00,0.00,
16.643,0.01,0.14,-0.01,0.00,0.00,0.00,
16.643,0.01,0.14,-0.01,0.00,0.00,0.00,
16.643,0.01,0.14,-0.01,0.00,0.00,0.00,
16.647,0.01,0.14,-0.01,0.00,0.00,0.00,
16.647,0.01,0.14,-0.01,0.00,0.00,0.00,
16.648,0.01,0.14,-0.01,0.00,0.00,0.00,
16.648,0.01,0.14,-0.01,0.00,0.00,0.00,
16.656,0.01,0.14,-0.01,0.00,0.00,0.00,
16.658,0.01,0.14,-0.01,0.00,0.00,0.00,
16.658,0.01,0.14,-0.01,0.00,0.00,0.00,
16.658,0.01,0.14,-0.01,0.00,0.00,0.00,
16.666,0.01,0.14,-0.01,0.00,0.00,0.00,
16.666,0.01,0.14,-0.01,0.00,0.00,0.00,
16.667,0.01,0.14,-0.01,0.00,0.00,0.00,
16.667,0.01,0.14,-0.01,0.00,0.00,0.00,
16.675,0.01,0.14,-0.01,0.00,0.00,0.00,
16.676,0.01,0.14,-0.01,0.00,0.00,0.00,
16.676,0.01,0.14,-0.01,0.00,0.00,0.00,
16.676,0.01,0.14,-0.01,0.00,0.00,0.00,
16.685,0.01,0.14,-0.01,-0.00,-0.00,0.00,
16.686,0.01,0.14,-0.01,-0.00,-0.00,0.00,
16.686,0.01,0.14,-0.01,-0.00,-0.00,0.00,
16.687,0.01,0.14,-0.01,-0.00,-0.00,0.00,
16.695,0.01,0.14,-0.01,-0.00,0.00,-0.00,
16.695,0.01,0.14,-0.01,-0.00,0.00,-0.00,
16.696,0.01,0.14,-0.01,-0.00,0.00,-0.00,
16.696,0.01,0.14,-0.01,-0.00,0.00,-0.00,
16.704,0.01,0.14,-0.01,-0.00,0.00,-0.00,
16.705,0.01,0.14,-0.01,-0.00,0.00,-0.00,
16.705,0.01,0.14,-0.01,-0.00,0.00,-0.00,
16.706,0.01,0.14,-0.01,-0.00,0.00,-0.00,
16.714,0.01,0.14,-0.01,-0.00,-0.00,0.00,
16.715,0.01,0.14,-0.01,-0.00,-0.00,0.00,
16.715,0.01,0.14,-0.01,-0.00,-0.00,0.00,
16.716,0.01,0.14,-0.01,-0.00,-0.00,0.00,
16.725,0.01,0.14,-0.01,0.00,-0.00,0.00,
16.727,0.01,0.14,-0.01,0.00,-0.00,0.00,
16.728,0.01,0.14,-0.01,0.00,-0.00,0.00,
16.729,0.01,0.14,-0.01,0.00,-0.00,0.00,
16.733,0.01,0.14,-0.01,0.00,-0.00,0.00,
16.735,0.01,0.14,-0.01,0.00,-0.00,0.00,
16.735,0.01,0.14,-0.01,0.00,-0.00,0.00,
16.736,0.01,0.14,-0.01,0.00,-0.00,0.00,
16.742,0.01,0.14,-0.01,0.00,0.00,-0.00,
16.743,0.01,0.14,-0.01,0.00,0.00,-0.00,
16.743,0.01,0.14,-0.01,0.00,0.00,-0.00,
16.743,0.01,0.14,-0.01,0.00,0.00,-0.00,
16.752,0.01,0.14,-0.01,-0.00,0.00,0.00,
16.753,0.01,0.14,-0.01,-0.00,0.00,0.00,
16.753,0.01,0.14,-0.01,-0.00,0.00,0.00,
16.754,0.01,0.14,-0.01,-0.00,0.00,0.00,
16.762,0.01,0.14,-0.01,0.00,0.00,0.00,
16.763,0.01,0.14,-0.01,0.00,0.00,0.00,
16.764,0.01,0.14,-0.01,0.00,0.00,0.00,
16.765,0.01,0.14,-0.01,0.00,0.00,0.00,
16.771,0.01,0.14,-0.01,0.00,-0.00,0.00,
16.772,0.01,0.14,-0.01,0.00,-0.00,0.00,
16.773,0.01,0.14,-0.01,0.00,-0.00,0.00,
16.774,0.01,0.14,-0.01,0.00,-0.00,0.00,
16.78,0.01,0.14,-0.01,0.00,-0.00,0.00,
16.781,0.01,0.14,-0.01,0.00,-0.00,0.00,
16.781,0.01,0.14,-0.01,0.00,-0.00,0.00,
16.782,0.01,0.14,-0.01,0.00,-0.00,0.00,
16.791,0.01,0.14,-0.01,0.00,-0.00,0.00,
16.792,0.01,0.14,-0.01,0.00,-0.00,0.00,
16.792,0.01,0.14,-0.01,0.00,-0.00,0.00,
16.793,0.01,0.14,-0.01,0.00,-0.00,0.00,
16.799,0.01,0.14,-0.01,-0.00,-0.00,-0.00,
16.8,0.01,0.14,-0.01,-0.00,-0.00,-0.00,
16.8,0.01,0.14,-0.01,-0.00,-0.00,-0.00,
16.801,0.01,0.14,-0.01,-0.00,-0.00,-0.00,
16.81,0.01,0.14,-0.01,0.00,0.00,-0.00,
16.811,0.01,0.14,-0.01,0.00,0.00,-0.00,
16.812,0.01,0.14,-0.01,0.00,0.00,-0.00,
16.812,0.01,0.14,-0.01,0.00,0.00,-0.00,
16.833,0.01,0.14,-0.01,-0.00,-0.00,0.00,
16.833,0.01,0.14,-0.01,-0.00,-0.00,0.00,
16.834,0.01,0.14,-0.01,-0.00,-0.00,0.00,
16.834,0.01,0.14,-0.01,-0.00,-0.00,0.00,
16.835,0.01,0.14,-0.01,0.00,-0.00,0.00,
16.835,0.01,0.14,-0.01,0.00,-0.00,0.00,
16.836,0.01,0.14,-0.01,0.00,-0.00,0.00,
16.836,0.01,0.14,-0.01,0.00,-0.00,0.00,
16.837,0.01,0.14,-0.01,0.00,-0.00,0.00,
16.837,0.01,0.14,-0.01,0.00,-0.00,0.00,
16.838,0.01,0.14,-0.01,0.00,-0.00,0.00,
16.838,0.01,0.14,-0.01,0.00,-0.00,0.00,
16.847,0.01,0.14,-0.01,-0.00,-0.00,-0.00,
16.848,0.01,0.14,-0.01,-0.00,-0.00,-0.00,
16.848,0.01,0.14,-0.01,-0.00,-0.00,-0.00,
16.848,0.01,0.14,-0.01,-0.00,-0.00,-0.00,
16.857,0.01,0.14,-0.01,-0.00,0.00,-0.00,
16.858,0.01,0.14,-0.01,-0.00,0.00,-0.00,
16.858,0.01,0.14,-0.01,-0.00,0.00,-0.00,
16.859,0.01,0.14,-0.01,-0.00,0.00,-0.00,
16.867,0.01,0.14,-0.01,0.00,0.00,-0.00,
16.867,0.01,0.14,-0.01,0.00,0.00,-0.00,
16.868,0.01,0.14,-0.01,0.00,0.00,-0.00,
16.868,0.01,0.14,-0.01,0.00,0.00,-0.00,
16.876,0.01,0.14,-0.01,-0.00,0.00,0.00,
16.877,0.01,0.14,-0.01,-0.00,0.00,0.00,
16.877,0.01,0.14,-0.01,-0.00,0.00,0.00,
16.877,0.01,0.14,-0.01,-0.00,0.00,0.00,
16.885,0.01,0.14,-0.01,-0.00,0.00,0.00,
16.886,0.01,0.14,-0.01,-0.00,0.00,0.00,
16.886,0.01,0.14,-0.01,-0.00,0.00,0.00,
16.887,0.01,0.14,-0.01,-0.00,0.00,0.00,
16.895,0.01,0.14,-0.01,-0.00,0.00,0.00,
16.896,0.01,0.14,-0.01,-0.00,0.00,0.00,
16.897,0.01,0.14,-0.01,-0.00,0.00,0.00,
16.898,0.01,0.14,-0.01,-0.00,0.00,0.00,
16.911,0.01,0.14,-0.01,-0.00,0.00,0.00,
16.912,0.01,0.14,-0.01,-0.00,0.00,0.00,
16.913,0.01,0.14,-0.01,-0.00,0.00,0.00,
16.914,0.01,0.14,-0.01,-0.00,0.00,0.00,
16.915,0.01,0.14,-0.01,-0.00,0.00,0.00,
16.916,0.01,0.14,-0.01,-0.00,0.00,0.00,
16.917,0.01,0.14,-0.01,-0.00,0.00,0.00,
16.918,0.01,0.14,-0.01,-0.00,0.00,0.00,
16.923,0.01,0.14,-0.01,0.00,-0.00,0.00,
16.923,0.01,0.14,-0.01,0.00,-0.00,0.00,
16.924,0.01,0.14,-0.01,0.00,-0.00,0.00,
16.924,0.01,0.14,-0.01,0.00,-0.00,0.00,
16.935,0.01,0.14,-0.01,-0.00,-0.00,0.00,
16.936,0.01,0.14,-0.01,-0.00,-0.00,0.00,
16.936,0.01,0.14,-0.01,-0.00,-0.00,0.00,
16.936,0.01,0.14,-0.01,-0.00,-0.00,0.00,
16.942,0.01,0.14,-0.01,-0.00,-0.00,0.00,
16.943,0.01,0.14,-0.01,-0.00,-0.00,0.00,
16.943,0.01,0.14,-0.01,-0.00,-0.00,0.00,
16.944,0.01,0.14,-0.01,-0.00,-0.00,0.00,
16.952,0.01,0.14,-0.01,-0.00,-0.00,-0.00,
16.953,0.01,0.14,-0.01,-0.00,-0.00,-0.00,
16.953,0.01,0.14,-0.01,-0.00,-0.00,-0.00,
16.954,0.01,0.14,-0.01,-0.00,-0.00,-0.00,
16.962,0.01,0.14,-0.01,0.00,0.00,0.00,
16.963,0.01,0.14,-0.01,0.00,0.00,0.00,
16.964,0.01,0.14,-0.01,0.00,0.00,0.00,
16.964,0.01,0.14,-0.01,0.00,0.00,0.00,
16.972,0.01,0.14,-0.01,0.00,0.00,0.00,
16.973,0.01,0.14,-0.01,0.00,0.00,0.00,
16.974,0.01,0.14,-0.01,0.00,0.00,0.00,
16.974,0.01,0.14,-0.01,0.00,0.00,0.00,
16.981,0.01,0.14,-0.01,0.00,0.00,0.00,
16.982,0.01,0.14,-0.01,0.00,0.00,0.00,
16.982,0.01,0.14,-0.01,0.00,0.00,0.00,
16.983,0.01,0.14,-0.01,0.00,0.00,0.00,
16.991,0.01,0.14,-0.01,0.00,-0.00,0.00,
16.992,0.01,0.14,-0.01,0.00,-0.00,0.00,
16.993,0.01,0.14,-0.01,0.00,-0.00,0.00,
16.993,0.01,0.14,-0.01,0.00,-0.00,0.00,
16.999,0.01,0.14,-0.01,0.00,0.00,0.00,
17.0,0.01,0.14,-0.01,0.00,0.00,0.00,
17.0,0.01,0.14,-0.01,0.00,0.00,0.00,
17.001,0.01,0.14,-0.01,0.00,0.00,0.00,
17.009,0.01,0.14,-0.01,0.00,0.00,-0.00,
17.01,0.01,0.14,-0.01,0.00,0.00,-0.00,
17.01,0.01,0.14,-0.01,0.00,0.00,-0.00,
17.011,0.01,0.14,-0.01,0.00,0.00,-0.00,
17.025,0.01,0.14,-0.01,-0.00,-0.00,-0.00,
17.026,0.01,0.14,-0.01,-0.00,-0.00,-0.00,
17.026,0.01,0.14,-0.01,-0.00,-0.00,-0.00,
17.027,0.01,0.14,-0.01,-0.00,-0.00,-0.00,
17.027,0.01,0.14,-0.01,-0.00,0.00,0.00,
17.028,0.01,0.14,-0.01,-0.00,0.00,0.00,
17.028,0.01,0.14,-0.01,-0.00,0.00,0.00,
17.029,0.01,0.14,-0.01,-0.00,0.00,0.00,
